t,target_x,target_y,target_theta,pos_x,pos_y,pos_theta,pos_w0,pos_w1,pos_w2,target_vx,target_vy,target_vtheta
1.960000,-0.389008,0.000000,0.000000,-0.266771,0.000392,-0.006289,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
1.970000,-0.391050,0.000000,0.000000,-0.268207,0.000392,-0.006281,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
1.980000,-0.393092,0.000000,0.000000,-0.269648,0.000392,-0.006284,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
1.990000,-0.395134,0.000000,0.000000,-0.271132,0.000395,-0.006325,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.000000,-0.397176,0.000000,0.000000,-0.272629,0.000404,-0.006351,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.010000,-0.399218,0.000000,0.000000,-0.274114,0.000403,-0.006362,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.020000,-0.401260,0.000000,0.000000,-0.275585,0.000415,-0.006349,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.030000,-0.403302,0.000000,0.000000,-0.277040,0.000414,-0.006287,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.040000,-0.405344,0.000000,0.000000,-0.278490,0.000411,-0.006322,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.050000,-0.407386,0.000000,0.000000,-0.279983,0.000423,-0.006427,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.060000,-0.409428,0.000000,0.000000,-0.281492,0.000434,-0.006557,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.070000,-0.411470,0.000000,0.000000,-0.282981,0.000450,-0.006638,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.080000,-0.413512,0.000000,0.000000,-0.284484,0.000460,-0.006756,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.090000,-0.415554,0.000000,0.000000,-0.285960,0.000477,-0.006828,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.100000,-0.417596,0.000000,0.000000,-0.287449,0.000484,-0.006780,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.110000,-0.419638,0.000000,0.000000,-0.288947,0.000483,-0.006732,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.120000,-0.421680,0.000000,0.000000,-0.290479,0.000486,-0.006657,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.130000,-0.423722,0.000000,0.000000,-0.291989,0.000491,-0.006570,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.140000,-0.425764,0.000000,0.000000,-0.293512,0.000494,-0.006521,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.150000,-0.427806,0.000000,0.000000,-0.294991,0.000488,-0.006409,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.160000,-0.429848,0.000000,0.000000,-0.296460,0.000491,-0.006422,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.170000,-0.431890,0.000000,0.000000,-0.297985,0.000496,-0.006501,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.180000,-0.433932,0.000000,0.000000,-0.299503,0.000505,-0.006454,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.190000,-0.435975,0.000000,0.000000,-0.301017,0.000514,-0.006435,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.200000,-0.438017,0.000000,0.000000,-0.302536,0.000527,-0.006365,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.210000,-0.440059,0.000000,0.000000,-0.304035,0.000534,-0.006427,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.220000,-0.442101,0.000000,0.000000,-0.305567,0.000537,-0.006357,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.230000,-0.444143,0.000000,0.000000,-0.307085,0.000536,-0.006297,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.240000,-0.446185,0.000000,0.000000,-0.308618,0.000540,-0.006251,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.250000,-0.448227,0.000000,0.000000,-0.310110,0.000538,-0.006189,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.260000,-0.450269,0.000000,0.000000,-0.311639,0.000535,-0.006103,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.270000,-0.452311,0.000000,0.000000,-0.313135,0.000602,-0.005496,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.280000,-0.454353,0.000000,0.000000,-0.314658,0.000605,-0.005441,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.290000,-0.456395,0.000000,0.000000,-0.316180,0.000620,-0.005474,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.300000,-0.458437,0.000000,0.000000,-0.317700,0.000616,-0.005493,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.310000,-0.460479,0.000000,0.000000,-0.319209,0.000630,-0.005575,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.320000,-0.462521,0.000000,0.000000,-0.320695,0.000622,-0.005696,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.330000,-0.464563,0.000000,0.000000,-0.322155,0.000625,-0.005810,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.340000,-0.466605,0.000000,0.000000,-0.323642,0.000637,-0.005833,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.350000,-0.468647,0.000000,0.000000,-0.325137,0.000638,-0.005893,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.360000,-0.470689,0.000000,0.000000,-0.326612,0.000654,-0.005873,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.370000,-0.472731,0.000000,0.000000,-0.328094,0.000660,-0.005871,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.380000,-0.474773,0.000000,0.000000,-0.329576,0.000666,-0.005884,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.390000,-0.476815,0.000000,0.000000,-0.331046,0.000661,-0.005796,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.400000,-0.478857,0.000000,0.000000,-0.332522,0.000669,-0.005694,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.410000,-0.480899,0.000000,0.000000,-0.333992,0.000660,-0.005551,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.420000,-0.482941,0.000000,0.000000,-0.335466,0.000662,-0.005589,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.430000,-0.484983,0.000000,0.000000,-0.336924,0.000658,-0.005606,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.440000,-0.487025,0.000000,0.000000,-0.338382,0.000655,-0.005627,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.450000,-0.489067,0.000000,0.000000,-0.339828,0.000662,-0.005708,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.460000,-0.491109,0.000000,0.000000,-0.341262,0.000656,-0.005861,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.470000,-0.493152,0.000000,0.000000,-0.342676,0.000666,-0.005981,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.480000,-0.495194,0.000000,0.000000,-0.344107,0.000665,-0.005948,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.490000,-0.497236,0.000000,0.000000,-0.345506,0.000669,-0.005946,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.500000,-0.499278,0.000000,0.000000,-0.346910,0.000675,-0.005968,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.510000,-0.501320,0.000000,0.000000,-0.348393,0.000682,-0.006009,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.520000,-0.503362,0.000000,0.000000,-0.349859,0.000685,-0.006034,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.530000,-0.505404,0.000000,0.000000,-0.351328,0.000691,-0.006116,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.540000,-0.507446,0.000000,0.000000,-0.352774,0.000690,-0.006195,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.550000,-0.509488,0.000000,0.000000,-0.354220,0.000696,-0.006255,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.560000,-0.511530,0.000000,0.000000,-0.355659,0.000693,-0.006468,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.570000,-0.513572,0.000000,0.000000,-0.357151,0.000696,-0.006536,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.580000,-0.515614,0.000000,0.000000,-0.358641,0.000697,-0.006649,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.590000,-0.517656,0.000000,0.000000,-0.360120,0.000702,-0.006699,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.600000,-0.519698,0.000000,0.000000,-0.361598,0.000699,-0.006734,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.610000,-0.521740,0.000000,0.000000,-0.363054,0.000707,-0.006862,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.620000,-0.523782,0.000000,0.000000,-0.364521,0.000708,-0.006862,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.630000,-0.525824,0.000000,0.000000,-0.366021,0.000715,-0.006816,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.640000,-0.527866,0.000000,0.000000,-0.367516,0.000720,-0.006848,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.650000,-0.529908,0.000000,0.000000,-0.368998,0.000733,-0.006845,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.660000,-0.531950,0.000000,0.000000,-0.370487,0.000738,-0.006879,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.670000,-0.533992,0.000000,0.000000,-0.371958,0.000746,-0.006826,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.680000,-0.536034,0.000000,0.000000,-0.373460,0.000747,-0.006800,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.690000,-0.538076,0.000000,0.000000,-0.374980,0.000760,-0.006745,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.700000,-0.540118,0.000000,0.000000,-0.376494,0.000760,-0.006692,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.710000,-0.542160,0.000000,0.000000,-0.377989,0.000766,-0.006635,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.720000,-0.544202,0.000000,0.000000,-0.379491,0.000765,-0.006758,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.730000,-0.546244,0.000000,0.000000,-0.380976,0.000772,-0.006833,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.740000,-0.548286,0.000000,0.000000,-0.382508,0.000783,-0.006976,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.750000,-0.550328,0.000000,0.000000,-0.384024,0.000786,-0.007124,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.760000,-0.552371,0.000000,0.000000,-0.385551,0.000799,-0.007287,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.770000,-0.554413,0.000000,0.000000,-0.387054,0.000802,-0.007430,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.780000,-0.556455,0.000000,0.000000,-0.388565,0.000815,-0.007596,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.790000,-0.558497,0.000000,0.000000,-0.390033,0.000816,-0.007732,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.800000,-0.560539,0.000000,0.000000,-0.391581,0.000820,-0.007720,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.810000,-0.562581,0.000000,0.000000,-0.393121,0.000833,-0.007713,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.820000,-0.564623,0.000000,0.000000,-0.394660,0.000845,-0.007666,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.830000,-0.566665,0.000000,0.000000,-0.396175,0.000844,-0.007606,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.840000,-0.568707,0.000000,0.000000,-0.397688,0.000852,-0.007573,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.850000,-0.570749,0.000000,0.000000,-0.399177,0.000854,-0.007472,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.860000,-0.572791,0.000000,0.000000,-0.400675,0.000850,-0.007595,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.870000,-0.574833,0.000000,0.000000,-0.402197,0.000862,-0.007667,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.880000,-0.576875,0.000000,0.000000,-0.403707,0.000871,-0.007641,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.890000,-0.578917,0.000000,0.000000,-0.405230,0.000883,-0.007679,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.900000,-0.580959,0.000000,0.000000,-0.406727,0.000895,-0.007646,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.910000,-0.583001,0.000000,0.000000,-0.408179,0.000910,-0.007620,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.920000,-0.585043,0.000000,0.000000,-0.409679,0.000917,-0.007573,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.930000,-0.587085,0.000000,0.000000,-0.411195,0.000922,-0.007553,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.940000,-0.589127,0.000000,0.000000,-0.412691,0.000928,-0.007539,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.950000,-0.591169,0.000000,0.000000,-0.414191,0.000939,-0.007400,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.960000,-0.593211,0.000000,0.000000,-0.415672,0.000942,-0.007306,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.970000,-0.595253,0.000000,0.000000,-0.417151,0.000945,-0.007381,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.980000,-0.597295,0.000000,0.000000,-0.418650,0.000945,-0.007300,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
2.990000,-0.599337,0.000000,0.000000,-0.420121,0.000944,-0.007402,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
3.000000,-0.601379,0.000000,0.000000,-0.421591,0.000951,-0.007534,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
3.010000,-0.603421,0.000000,0.000000,-0.423042,0.000952,-0.007649,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
3.020000,-0.605463,0.000000,0.000000,-0.424498,0.000959,-0.007800,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
3.030000,-0.607505,0.000000,0.000000,-0.425964,0.000964,-0.007881,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
3.040000,-0.609548,0.000000,0.000000,-0.427439,0.000966,-0.007956,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
3.050000,-0.611590,0.000000,0.000000,-0.428879,0.000972,-0.008065,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
3.060000,-0.613632,0.000000,0.000000,-0.430345,0.000973,-0.008088,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
3.070000,-0.615674,0.000000,0.000000,-0.431764,0.000973,-0.008085,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
3.080000,-0.617716,0.000000,0.000000,-0.433157,0.000970,-0.007969,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
3.090000,-0.619758,0.000000,0.000000,-0.434616,0.000973,-0.008018,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
3.100000,-0.621800,0.000000,0.000000,-0.436079,0.000977,-0.007980,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
